age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,y,contact_cellular,contact_telephone,contact_unknown,duration_contact_cellular,duration_contact_telephone,duration_contact_unknown,above_median_duration
28,student,married,secondary,no,378.0,yes,no,17,apr,346,1,no,True,False,False,346,0,0,1
54,blue-collar,married,primary,no,211.0,no,no,19,jun,200,2,no,False,False,True,0,0,200,1
43,management,single,tertiary,no,1304.0,no,no,6,aug,501,2,yes,True,False,False,501,0,0,1
34,technician,married,secondary,no,1464.0,yes,no,23,may,350,1,no,False,False,True,0,0,350,1
36,services,married,secondary,no,-302.0,yes,no,13,may,36,2,no,True,False,False,36,0,0,0
35,blue-collar,married,secondary,no,-339.0,yes,no,8,may,389,2,no,False,False,True,0,0,389,1
26,self-employed,single,tertiary,no,211.0,no,no,29,jan,168,3,no,True,False,False,168,0,0,1
46,entrepreneur,married,unknown,no,242.0,yes,no,9,may,332,2,no,False,False,True,0,0,332,1
35,services,divorced,secondary,no,67.0,yes,no,5,may,192,2,no,True,False,False,192,0,0,1
58,retired,married,unknown,no,937.0,no,no,5,aug,155,1,no,True,False,False,155,0,0,0
44,services,married,secondary,no,0.0,yes,yes,11,may,161,1,no,True,False,False,161,0,0,0
38,management,married,tertiary,no,-558.0,yes,no,21,jul,533,1,no,True,False,False,533,0,0,1
28,technician,single,secondary,no,227.0,no,no,30,apr,278,1,yes,True,False,False,278,0,0,1
31,admin.,married,secondary,no,236.0,yes,yes,4,may,211,3,no,False,True,False,0,211,0,1
52,technician,married,secondary,no,192.0,yes,no,23,jul,61,2,no,True,False,False,61,0,0,0
43,management,divorced,tertiary,no,38.0,yes,no,25,jul,197,6,no,True,False,False,197,0,0,1
36,self-employed,married,tertiary,no,16.0,yes,yes,18,jul,95,4,no,True,False,False,95,0,0,0
41,blue-collar,married,secondary,no,-256.0,yes,no,3,jun,147,2,no,False,False,True,0,0,147,0
45,self-employed,married,tertiary,no,334.0,no,no,5,jun,87,2,no,False,False,True,0,0,87,0
39,technician,married,secondary,no,1048.0,no,yes,21,jul,405,1,no,True,False,False,405,0,0,1
31,technician,married,secondary,no,660.0,no,no,22,may,115,1,no,True,False,False,115,0,0,0
37,unemployed,single,tertiary,yes,0.0,yes,no,10,jul,108,1,no,True,False,False,108,0,0,0
28,entrepreneur,married,unknown,no,1034.0,no,no,29,jan,113,1,no,True,False,False,113,0,0,0
37,housemaid,married,primary,no,189.0,no,no,8,aug,148,4,no,True,False,False,148,0,0,0
43,technician,divorced,secondary,no,1413.0,yes,no,28,jul,75,3,no,False,True,False,0,75,0,0
58,retired,divorced,tertiary,no,264.0,yes,yes,8,jul,523,3,no,True,False,False,523,0,0,1
52,entrepreneur,married,tertiary,no,54.0,yes,yes,18,nov,103,1,no,False,True,False,0,103,0,0
42,blue-collar,married,primary,no,0.0,yes,no,17,jul,71,1,no,True,False,False,71,0,0,0
31,admin.,married,secondary,no,88.0,yes,yes,8,aug,189,2,no,True,False,False,189,0,0,1
28,blue-collar,married,secondary,no,1020.0,yes,no,28,may,251,1,no,False,False,True,0,0,251,1
51,unemployed,single,tertiary,no,1594.0,no,no,4,feb,197,1,no,False,True,False,0,197,0,1
46,technician,married,tertiary,no,342.0,yes,yes,5,may,84,1,no,True,False,False,84,0,0,0
50,services,single,secondary,no,72.0,no,no,8,may,141,2,no,False,False,True,0,0,141,0
32,blue-collar,married,secondary,no,14.0,yes,no,2,jun,171,1,no,False,False,True,0,0,171,0
26,entrepreneur,single,tertiary,no,81.0,no,no,21,jul,262,3,no,True,False,False,262,0,0,1
41,self-employed,married,tertiary,no,231.0,no,no,7,aug,352,3,yes,True,False,False,352,0,0,1
31,blue-collar,married,secondary,no,-45.0,yes,no,2,jun,184,1,no,False,False,True,0,0,184,1
31,management,married,secondary,no,36.0,no,no,27,aug,105,2,no,True,False,False,105,0,0,0
30,technician,married,tertiary,no,1570.0,yes,no,26,may,260,1,no,True,False,False,260,0,0,1
32,blue-collar,single,secondary,no,-84.0,yes,no,16,may,426,1,no,True,False,False,426,0,0,1
31,self-employed,married,tertiary,no,1134.0,no,no,6,feb,174,2,no,True,False,False,174,0,0,1
36,technician,married,secondary,no,146.0,yes,yes,15,may,284,2,no,False,False,True,0,0,284,1
57,retired,married,secondary,no,374.0,yes,yes,16,jul,236,1,no,True,False,False,236,0,0,1
45,technician,married,secondary,no,88.0,no,no,29,aug,150,2,no,True,False,False,150,0,0,0
33,management,divorced,secondary,yes,280.0,no,yes,18,nov,155,1,no,True,False,False,155,0,0,0
41,blue-collar,divorced,primary,no,2195.0,yes,no,3,jun,211,5,no,False,False,True,0,0,211,1
31,self-employed,married,secondary,no,33.0,no,no,6,aug,165,4,no,True,False,False,165,0,0,1
35,blue-collar,divorced,secondary,no,275.0,no,yes,10,jul,144,5,no,True,False,False,144,0,0,0
56,unknown,married,unknown,no,0.0,no,no,20,jun,471,2,no,False,False,True,0,0,471,1
53,admin.,single,secondary,no,1178.0,yes,no,15,may,295,2,no,False,False,True,0,0,295,1
56,technician,married,tertiary,no,272.0,no,no,26,aug,103,2,no,True,False,False,103,0,0,0
29,entrepreneur,married,secondary,no,178.0,yes,no,5,may,231,4,no,True,False,False,231,0,0,1
50,self-employed,divorced,tertiary,no,59.0,yes,no,28,may,67,2,no,False,False,True,0,0,67,0
45,services,married,secondary,no,1343.0,no,yes,8,jul,220,1,no,True,False,False,220,0,0,1
58,retired,married,secondary,no,225.0,no,no,7,aug,122,6,no,True,False,False,122,0,0,0
38,technician,single,tertiary,no,25.0,yes,no,1,jun,232,2,yes,True,False,False,232,0,0,1
46,blue-collar,single,secondary,no,324.0,yes,no,30,may,293,6,no,False,False,True,0,0,293,1
32,management,married,tertiary,no,1420.0,no,no,19,nov,66,1,no,True,False,False,66,0,0,0
55,retired,divorced,secondary,no,138.0,no,no,17,jul,205,1,no,True,False,False,205,0,0,1
33,management,married,tertiary,no,1808.0,yes,no,4,jun,99,4,no,False,False,True,0,0,99,0
41,unemployed,divorced,secondary,no,1281.0,no,no,16,jul,45,3,no,True,False,False,45,0,0,0
58,management,single,tertiary,no,2.0,yes,no,11,may,168,3,no,False,True,False,0,168,0,1
52,blue-collar,married,secondary,no,60.0,no,yes,26,aug,196,2,no,True,False,False,196,0,0,1
49,services,single,secondary,no,133.0,no,no,11,jun,319,6,no,False,False,True,0,0,319,1
28,admin.,single,unknown,no,174.0,no,no,28,sep,184,1,no,True,False,False,184,0,0,1
31,technician,married,secondary,no,251.0,no,yes,29,aug,156,2,no,True,False,False,156,0,0,0
30,technician,single,tertiary,no,985.0,yes,no,19,feb,88,2,no,True,False,False,88,0,0,0
35,blue-collar,married,secondary,no,-12.0,yes,no,12,may,212,5,no,False,False,True,0,0,212,1
30,technician,single,tertiary,no,60.0,yes,yes,7,may,306,5,no,False,False,True,0,0,306,1
22,student,single,tertiary,no,1161.0,no,yes,16,jun,119,1,no,True,False,False,119,0,0,0
33,blue-collar,single,primary,no,599.0,yes,no,21,may,29,1,no,False,False,True,0,0,29,0
41,entrepreneur,married,unknown,no,28.0,no,no,31,jul,117,2,no,True,False,False,117,0,0,0
49,management,married,tertiary,no,1430.0,no,no,18,nov,231,2,no,True,False,False,231,0,0,1
51,retired,married,secondary,no,35.0,no,yes,8,jul,123,4,no,True,False,False,123,0,0,0
34,technician,married,secondary,no,0.0,yes,no,15,jul,144,1,no,True,False,False,144,0,0,0
29,services,married,secondary,no,3.0,yes,no,10,jul,183,1,no,True,False,False,183,0,0,1
48,blue-collar,married,secondary,no,705.0,no,no,13,may,108,2,no,False,False,True,0,0,108,0
33,technician,single,tertiary,no,1420.0,no,no,16,aug,264,1,no,True,False,False,264,0,0,1
41,blue-collar,married,secondary,no,429.0,yes,no,13,may,244,1,no,False,False,True,0,0,244,1
46,blue-collar,married,primary,no,67.0,no,no,24,jun,9,1,no,False,False,True,0,0,9,0
35,housemaid,divorced,secondary,no,39.0,no,no,31,jul,149,2,no,True,False,False,149,0,0,0
28,technician,single,tertiary,no,102.0,no,no,28,jan,321,2,no,True,False,False,321,0,0,1
30,management,single,secondary,no,-635.0,no,no,25,jul,250,1,no,True,False,False,250,0,0,1
45,blue-collar,married,secondary,no,115.0,no,no,11,aug,209,4,no,True,False,False,209,0,0,1
48,entrepreneur,married,tertiary,no,810.0,no,no,6,jun,383,1,no,False,False,True,0,0,383,1
31,technician,single,tertiary,no,-162.0,yes,no,18,may,380,1,no,True,False,False,380,0,0,1
32,management,married,tertiary,no,55.0,no,no,2,feb,124,3,no,True,False,False,124,0,0,0
34,services,married,secondary,no,586.0,yes,yes,8,may,224,2,no,False,False,True,0,0,224,1
37,management,single,tertiary,no,509.0,yes,no,6,may,133,1,no,True,False,False,133,0,0,0
47,management,single,tertiary,no,153.0,yes,no,18,nov,192,2,no,True,False,False,192,0,0,1
38,self-employed,single,secondary,no,1146.0,yes,no,21,may,91,2,no,False,False,True,0,0,91,0
33,admin.,married,secondary,no,1158.0,yes,no,20,apr,25,2,no,True,False,False,25,0,0,0
28,admin.,single,secondary,no,26.0,yes,no,7,may,227,2,no,True,False,False,227,0,0,1
30,services,single,secondary,no,566.0,no,no,5,feb,110,1,no,True,False,False,110,0,0,0
52,technician,divorced,secondary,no,204.0,no,no,7,aug,134,2,no,True,False,False,134,0,0,0
36,technician,married,secondary,no,480.0,no,no,20,oct,213,1,yes,True,False,False,213,0,0,1
46,services,married,secondary,no,1034.0,no,no,8,aug,109,2,no,True,False,False,109,0,0,0
28,management,single,secondary,no,1633.0,no,no,5,jun,275,1,yes,True,False,False,275,0,0,1
53,management,married,secondary,no,66.0,no,yes,8,jul,141,1,no,False,True,False,0,141,0,1
41,technician,single,secondary,no,-41.0,yes,yes,3,apr,154,1,no,True,False,False,154,0,0,0
60,blue-collar,married,secondary,no,322.0,yes,no,7,may,63,1,no,True,False,False,63,0,0,0
43,blue-collar,divorced,primary,no,49.0,yes,no,9,may,100,1,no,False,False,True,0,0,100,0
53,technician,married,secondary,no,65.0,no,no,25,aug,41,2,no,True,False,False,41,0,0,0
35,blue-collar,married,secondary,no,1949.0,yes,no,2,jun,200,3,no,False,False,True,0,0,200,1
32,admin.,single,secondary,no,739.0,yes,no,20,nov,91,3,no,True,False,False,91,0,0,0
48,management,married,tertiary,no,1167.0,yes,yes,1,jun,264,1,yes,True,False,False,264,0,0,1
50,admin.,married,secondary,no,231.0,yes,no,21,nov,397,2,no,True,False,False,397,0,0,1
40,blue-collar,married,primary,no,1136.0,yes,no,21,may,86,1,no,False,False,True,0,0,86,0
42,management,married,tertiary,no,233.0,no,no,5,feb,446,1,no,True,False,False,446,0,0,1
59,admin.,married,secondary,no,817.0,no,no,9,apr,304,1,no,True,False,False,304,0,0,1
27,blue-collar,single,primary,no,1128.0,yes,no,30,jun,88,4,no,False,False,True,0,0,88,0
32,management,single,tertiary,no,1831.0,yes,no,20,apr,86,2,no,True,False,False,86,0,0,0
35,technician,single,secondary,no,450.0,yes,no,13,may,63,1,no,True,False,False,63,0,0,0
57,management,married,primary,no,1052.0,yes,no,13,may,227,4,no,False,False,True,0,0,227,1
42,admin.,single,secondary,no,1022.0,yes,no,5,may,146,2,no,False,False,True,0,0,146,0
55,admin.,married,primary,no,343.0,yes,no,14,jul,276,3,no,True,False,False,276,0,0,1
26,blue-collar,single,secondary,no,-32.0,yes,yes,31,jul,14,6,no,True,False,False,14,0,0,0
52,technician,married,secondary,no,1781.0,yes,no,19,may,144,2,no,False,False,True,0,0,144,0
26,management,single,tertiary,no,350.0,no,no,8,jul,367,1,no,True,False,False,367,0,0,1
33,unemployed,married,secondary,no,2.0,yes,no,16,jul,132,1,no,True,False,False,132,0,0,0
24,blue-collar,single,primary,no,111.0,yes,yes,27,may,42,4,no,False,False,True,0,0,42,0
37,management,divorced,tertiary,no,168.0,yes,no,5,jun,264,1,no,False,False,True,0,0,264,1
55,unknown,married,primary,no,159.0,no,no,4,sep,15,1,no,False,False,True,0,0,15,0
33,blue-collar,married,secondary,no,1134.0,yes,no,23,may,304,2,no,False,False,True,0,0,304,1
42,blue-collar,married,secondary,no,352.0,yes,no,11,may,79,3,no,True,False,False,79,0,0,0
37,management,married,tertiary,no,865.0,yes,no,3,jun,101,1,no,True,False,False,101,0,0,0
59,blue-collar,married,primary,no,179.0,yes,no,5,may,55,3,no,False,False,True,0,0,55,0
27,blue-collar,single,secondary,no,5.0,yes,no,19,may,205,3,no,False,False,True,0,0,205,1
23,student,married,tertiary,yes,-230.0,yes,no,18,may,259,2,no,True,False,False,259,0,0,1
51,management,divorced,tertiary,no,0.0,no,no,13,aug,60,2,no,True,False,False,60,0,0,0
37,blue-collar,divorced,primary,no,511.0,yes,no,11,may,42,1,no,False,True,False,0,42,0,0
26,student,single,secondary,no,279.0,no,no,7,may,239,3,no,True,False,False,239,0,0,1
49,management,divorced,tertiary,no,1405.0,no,no,8,jun,29,1,no,False,False,True,0,0,29,0
30,management,single,tertiary,no,162.0,yes,no,20,may,186,4,no,False,False,True,0,0,186,1
38,services,divorced,secondary,no,792.0,no,no,6,jun,430,1,no,False,False,True,0,0,430,1
58,management,married,secondary,no,111.0,no,no,24,mar,58,2,no,False,True,False,0,58,0,0
53,services,divorced,unknown,no,1012.0,yes,no,28,jul,332,2,no,True,False,False,332,0,0,1
57,housemaid,single,secondary,no,254.0,no,no,8,oct,264,1,no,True,False,False,264,0,0,1
53,technician,divorced,unknown,no,629.0,yes,no,8,may,298,1,no,True,False,False,298,0,0,1
48,blue-collar,married,secondary,no,-202.0,yes,yes,30,jul,225,4,no,True,False,False,225,0,0,1
34,management,married,tertiary,no,1420.0,yes,no,14,apr,342,1,yes,True,False,False,342,0,0,1
46,blue-collar,married,secondary,no,-216.0,yes,no,28,jul,404,3,no,True,False,False,404,0,0,1
45,services,divorced,secondary,no,88.0,no,yes,7,jul,332,1,no,True,False,False,332,0,0,1
51,admin.,single,tertiary,no,16.0,yes,no,30,jan,158,1,no,True,False,False,158,0,0,0
31,management,married,secondary,no,466.0,yes,no,14,may,164,1,no,True,False,False,164,0,0,0
32,blue-collar,married,secondary,no,456.0,no,no,12,may,121,1,no,True,False,False,121,0,0,0
41,technician,married,secondary,no,77.0,yes,no,7,may,56,1,no,True,False,False,56,0,0,0
37,services,single,secondary,no,-244.0,no,no,3,jul,178,1,no,False,False,True,0,0,178,1
27,blue-collar,single,primary,no,1209.0,no,no,29,jan,283,1,no,True,False,False,283,0,0,1
50,management,married,secondary,yes,421.0,no,no,20,nov,22,5,no,True,False,False,22,0,0,0
39,technician,married,tertiary,no,794.0,no,no,2,feb,182,1,no,False,True,False,0,182,0,1
31,entrepreneur,single,tertiary,no,1957.0,no,no,4,feb,112,3,no,True,False,False,112,0,0,0
48,technician,married,secondary,no,454.0,yes,no,10,jul,114,1,no,True,False,False,114,0,0,0
42,management,single,tertiary,no,0.0,no,no,7,sep,99,1,no,True,False,False,99,0,0,0
59,retired,married,secondary,no,163.0,no,no,24,jul,464,1,no,True,False,False,464,0,0,1
50,unemployed,married,secondary,no,1772.0,no,no,29,jul,206,4,no,True,False,False,206,0,0,1
27,services,single,secondary,no,-151.0,no,no,8,jul,283,2,no,True,False,False,283,0,0,1
55,housemaid,married,primary,no,16.0,no,no,20,jun,64,1,no,False,False,True,0,0,64,0
31,technician,single,tertiary,no,454.0,no,no,4,feb,73,3,no,True,False,False,73,0,0,0
42,technician,married,secondary,no,439.0,no,no,20,aug,143,2,no,True,False,False,143,0,0,0
40,services,divorced,secondary,no,1927.0,yes,no,15,may,62,1,no,False,False,True,0,0,62,0
40,services,single,secondary,no,65.0,yes,no,15,may,15,3,no,True,False,False,15,0,0,0
54,retired,married,primary,no,0.0,yes,no,11,jul,159,2,no,True,False,False,159,0,0,0
41,blue-collar,married,secondary,no,5.0,no,no,18,aug,71,3,no,True,False,False,71,0,0,0
36,management,married,secondary,no,-148.0,no,no,18,nov,144,2,no,True,False,False,144,0,0,0
48,technician,divorced,tertiary,no,113.0,no,yes,22,jul,38,1,no,True,False,False,38,0,0,0
42,management,married,secondary,no,-105.0,yes,no,28,aug,60,2,no,True,False,False,60,0,0,0
51,entrepreneur,divorced,tertiary,no,4.0,yes,yes,20,apr,74,5,no,True,False,False,74,0,0,0
58,blue-collar,married,primary,no,309.0,no,no,19,aug,156,2,no,True,False,False,156,0,0,0
48,management,married,tertiary,no,866.0,no,no,29,jan,146,2,no,True,False,False,146,0,0,0
49,self-employed,married,primary,no,489.0,yes,no,27,may,84,4,no,False,False,True,0,0,84,0
35,management,married,secondary,no,141.0,yes,no,19,aug,299,2,no,True,False,False,299,0,0,1
57,technician,married,secondary,no,839.0,no,yes,5,may,225,1,no,False,False,True,0,0,225,1
33,technician,single,secondary,no,716.0,yes,no,14,may,234,2,no,True,False,False,234,0,0,1
33,entrepreneur,married,tertiary,no,595.0,no,no,7,aug,22,2,no,True,False,False,22,0,0,0
31,self-employed,single,secondary,no,203.0,no,yes,19,nov,177,1,no,True,False,False,177,0,0,1
28,technician,single,tertiary,no,183.0,yes,yes,28,may,62,2,no,False,False,True,0,0,62,0
50,housemaid,divorced,primary,no,94.0,yes,no,22,jul,184,4,no,True,False,False,184,0,0,1
48,management,married,primary,no,606.0,no,no,5,mar,77,6,no,True,False,False,77,0,0,0
41,technician,married,secondary,no,0.0,no,yes,23,jul,107,1,no,True,False,False,107,0,0,0
41,blue-collar,married,secondary,no,338.0,yes,no,14,may,87,1,no,False,False,True,0,0,87,0
43,management,married,primary,no,757.0,yes,no,9,may,315,4,no,False,False,True,0,0,315,1
40,blue-collar,married,primary,no,1206.0,no,yes,16,jul,201,5,no,False,True,False,0,201,0,1
37,technician,married,tertiary,no,0.0,yes,no,17,nov,77,1,no,True,False,False,77,0,0,0
31,blue-collar,married,secondary,no,1407.0,yes,no,6,may,142,3,no,True,False,False,142,0,0,0
31,technician,single,secondary,yes,25.0,no,no,2,feb,381,1,no,True,False,False,381,0,0,1
31,blue-collar,married,secondary,no,1354.0,yes,yes,17,nov,222,2,no,True,False,False,222,0,0,1
35,blue-collar,married,primary,no,793.0,yes,no,17,apr,106,3,no,True,False,False,106,0,0,0
45,management,married,tertiary,no,-459.0,no,no,21,aug,508,6,no,True,False,False,508,0,0,1
28,services,single,secondary,no,198.0,no,no,5,jul,128,2,yes,True,False,False,128,0,0,0
40,management,married,tertiary,no,60.0,no,no,16,jun,172,6,no,False,False,True,0,0,172,0
34,entrepreneur,married,secondary,no,-139.0,yes,yes,27,may,492,2,no,False,False,True,0,0,492,1
40,blue-collar,married,secondary,no,952.0,no,yes,12,jun,140,1,no,False,False,True,0,0,140,0
59,retired,married,primary,no,1427.0,no,no,18,jun,140,2,no,False,False,True,0,0,140,0
43,technician,single,tertiary,no,1017.0,yes,no,19,may,257,2,no,False,False,True,0,0,257,1
36,blue-collar,married,secondary,no,13.0,no,no,3,jun,284,1,no,False,False,True,0,0,284,1
32,self-employed,single,secondary,no,1259.0,no,no,25,jul,184,2,no,True,False,False,184,0,0,1
25,blue-collar,married,secondary,no,-76.0,yes,no,12,may,241,3,no,False,False,True,0,0,241,1
38,technician,single,tertiary,no,221.0,no,no,20,aug,79,3,no,True,False,False,79,0,0,0
34,management,married,tertiary,no,136.0,yes,no,22,apr,156,1,no,True,False,False,156,0,0,0
32,blue-collar,married,secondary,no,1420.0,yes,no,30,may,198,1,no,False,False,True,0,0,198,1
33,blue-collar,married,primary,no,511.0,yes,no,21,may,304,2,no,False,False,True,0,0,304,1
32,technician,divorced,secondary,no,1097.0,yes,no,12,may,298,2,no,False,False,True,0,0,298,1
51,admin.,divorced,secondary,no,340.0,yes,no,8,may,186,1,no,False,False,True,0,0,186,1
42,blue-collar,married,primary,no,-119.0,yes,no,22,jul,167,3,no,True,False,False,167,0,0,1
33,blue-collar,married,secondary,no,86.0,yes,no,19,may,364,1,no,False,False,True,0,0,364,1
34,blue-collar,divorced,unknown,no,172.0,no,no,15,jun,177,1,yes,True,False,False,177,0,0,1
40,blue-collar,married,secondary,no,1451.0,no,no,1,jun,314,1,yes,True,False,False,314,0,0,1
41,technician,married,secondary,no,1066.0,no,no,11,feb,109,3,yes,True,False,False,109,0,0,0
40,services,single,secondary,no,888.0,yes,no,12,may,169,2,no,False,False,True,0,0,169,0
48,blue-collar,single,unknown,no,428.0,yes,no,18,may,127,1,no,True,False,False,127,0,0,0
33,management,divorced,secondary,no,106.0,no,no,20,aug,175,3,no,True,False,False,175,0,0,1
44,technician,divorced,secondary,no,0.0,no,no,12,aug,56,2,no,True,False,False,56,0,0,0
55,management,married,tertiary,no,979.0,no,yes,8,jul,123,1,no,True,False,False,123,0,0,0
34,management,single,tertiary,no,84.0,no,no,5,feb,231,1,no,True,False,False,231,0,0,1
39,management,single,tertiary,no,816.0,yes,no,27,aug,37,3,no,True,False,False,37,0,0,0
